Pincode,City,State
208013,Kanpur Nagar,Uttar Pradesh
208014,Kanpur Nagar,Uttar Pradesh
208015,Kanpur Nagar,Uttar Pradesh
208016,Kanpur Nagar,Uttar Pradesh
208017,Kanpur Nagar,Uttar Pradesh
208019,Kanpur Nagar,Uttar Pradesh
208020,Kanpur Nagar,Uttar Pradesh
208021,Kanpur Nagar,Uttar Pradesh
208022,Kanpur Nagar,Uttar Pradesh
208023,Kanpur Nagar,Uttar Pradesh
208024,Kanpur Nagar,Uttar Pradesh
208025,Kanpur Nagar,Uttar Pradesh
208026,Kanpur Nagar,Uttar Pradesh
208027,Kanpur Nagar,Uttar Pradesh
209101,Kanpur Dehat,Uttar Pradesh
209111,Kanpur Dehat,Uttar Pradesh
209112,Kanpur Dehat,Uttar Pradesh
209115,Unnao,Uttar Pradesh
209121,Kanpur Nagar,Uttar Pradesh
209125,Kanpur Dehat,Uttar Pradesh
209201,Kanpur Nagar,Uttar Pradesh
209202,Unnao,Uttar Pradesh
209203,Kanpur Nagar,Uttar Pradesh
209204,Kanpur Dehat,Uttar Pradesh
209205,Kanpur Dehat,Uttar Pradesh
209206,Kanpur Nagar,Uttar Pradesh
209208,Kanpur Dehat,Uttar Pradesh
209209,Unnao,Uttar Pradesh
209210,Kanpur Dehat,Uttar Pradesh
209214,Kanpur Nagar,Uttar Pradesh
209217,Kanpur Nagar,Uttar Pradesh
209293,Kanpur Dehat,Uttar Pradesh
209301,Kanpur Dehat,Uttar Pradesh
209302,Kanpur Nagar,Uttar Pradesh
209303,Kanpur Dehat,Uttar Pradesh
209304,Kanpur Nagar,Uttar Pradesh
209305,Kanpur Nagar,Uttar Pradesh
209306,Kanpur Dehat,Uttar Pradesh
209307,Kanpur Dehat,Uttar Pradesh
209308,Kanpur Nagar,Uttar Pradesh
209310,Kanpur Dehat,Uttar Pradesh
209311,Kanpur Dehat,Uttar Pradesh
209312,Unnao,Uttar Pradesh
209344,Farrukhabad,Uttar Pradesh
209401,Kanpur Nagar,Uttar Pradesh
209402,Kanpur Nagar,Uttar Pradesh
209407,Kanpur Nagar,Uttar Pradesh
209501,Farrukhabad,Uttar Pradesh
209502,Farrukhabad,Uttar Pradesh
209503,Farrukhabad,Uttar Pradesh
209504,Farrukhabad,Uttar Pradesh
209505,Farrukhabad,Uttar Pradesh
209506,Unnao,Uttar Pradesh
209601,Farrukhabad,Uttar Pradesh
209602,Farrukhabad,Uttar Pradesh
209621,Farrukhabad,Uttar Pradesh
209622,Kannauj,Uttar Pradesh
209625,Kannauj,Uttar Pradesh
209651,Farrukhabad,Uttar Pradesh
209652,Farrukhabad,Uttar Pradesh
209715,Kanpur Dehat,Uttar Pradesh
209720,Kannauj,Uttar Pradesh
209721,Kannauj,Uttar Pradesh
209722,Kannauj,Uttar Pradesh
209723,Kannauj,Uttar Pradesh
209724,Farrukhabad,Uttar Pradesh
209725,Kannauj,Uttar Pradesh
209726,Kannauj,Uttar Pradesh
209727,Kannauj,Uttar Pradesh
209728,Kannauj,Uttar Pradesh
209729,Kannauj,Uttar Pradesh
209731,Kannauj,Uttar Pradesh
209732,Kannauj,Uttar Pradesh
209733,Kannauj,Uttar Pradesh
209734,Kannauj,Uttar Pradesh
209735,Kannauj,Uttar Pradesh
209736,Kannauj,Uttar Pradesh
209738,Kannauj,Uttar Pradesh
209739,Kannauj,Uttar Pradesh
209743,Farrukhabad,Uttar Pradesh
209745,Farrukhabad,Uttar Pradesh
209746,Farrukhabad,Uttar Pradesh
209747,Kannauj,Uttar Pradesh
209748,Kannauj,Uttar Pradesh
209749,Farrukhabad,Uttar Pradesh
209801,Kanpur Dehat,Uttar Pradesh
209821,Agra,Uttar Pradesh
209825,Unnao,Uttar Pradesh
209827,Unnao,Uttar Pradesh
209831,Unnao,Uttar Pradesh
209841,Unnao,Uttar Pradesh
209859,Unnao,Uttar Pradesh
209861,Unnao,Uttar Pradesh
209862,Unnao,Uttar Pradesh
209863,Kanpur Dehat,Uttar Pradesh
209864,Unnao,Uttar Pradesh
209865,Kanpur Nagar,Uttar Pradesh
209866,Unnao,Uttar Pradesh
209867,Unnao,Uttar Pradesh
209868,Kanpur Dehat,Uttar Pradesh
209869,Unnao,Uttar Pradesh
209870,Kanpur Nagar,Uttar Pradesh
209871,Kanpur Dehat,Uttar Pradesh
209881,Unnao,Uttar Pradesh
210001,Chitrakoot,Uttar Pradesh
210010,Allahabad,Uttar Pradesh
210120,Banda,Uttar Pradesh
210121,Banda,Uttar Pradesh
210123,Chitrakoot,Uttar Pradesh
210125,Mahoba,Uttar Pradesh
210126,Mahoba,Uttar Pradesh
210128,Banda,Uttar Pradesh
210129,Mahoba,Uttar Pradesh
210201,Banda,Uttar Pradesh
210202,Mahoba,Uttar Pradesh
210203,Banda,Uttar Pradesh
210204,Mahoba,Uttar Pradesh
210205,Chitrakoot,Uttar Pradesh
210206,Mahoba,Uttar Pradesh
210207,Chitrakoot,Uttar Pradesh
210208,Banda,Uttar Pradesh
210209,Banda,Uttar Pradesh
210301,Hamirpur,Uttar Pradesh
210341,Hamirpur,Uttar Pradesh
210421,Mahoba,Uttar Pradesh
210422,Hamirpur,Uttar Pradesh
210423,Mahoba,Uttar Pradesh
210424,Mahoba,Uttar Pradesh
210425,Mahoba,Uttar Pradesh
210426,Mahoba,Uttar Pradesh
210427,Chitrakoot,Uttar Pradesh
210428,Hamirpur,Uttar Pradesh
210429,Chitrakoot,Uttar Pradesh
210430,Chitrakoot,Uttar Pradesh
210431,Mahoba,Uttar Pradesh
210432,Mahoba,Uttar Pradesh
210433,Mahoba,Uttar Pradesh
210501,Mahoba,Uttar Pradesh
210502,Hamirpur,Uttar Pradesh
210504,Banda,Uttar Pradesh
210505,Hamirpur,Uttar Pradesh
210506,Hamirpur,Uttar Pradesh
210507,Banda,Uttar Pradesh
211001,Kaushambi,Uttar Pradesh
211002,Kaushambi,Uttar Pradesh
211003,Allahabad,Uttar Pradesh
211004,Allahabad,Uttar Pradesh
211005,Allahabad,Uttar Pradesh
211006,Allahabad,Uttar Pradesh
211007,Allahabad,Uttar Pradesh
211008,Allahabad,Uttar Pradesh
211009,Allahabad,Uttar Pradesh
211010,Allahabad,Uttar Pradesh
211011,Kaushambi,Uttar Pradesh
211012,Kaushambi,Uttar Pradesh
211013,Kaushambi,Uttar Pradesh
211014,Allahabad,Uttar Pradesh
211015,Allahabad,Uttar Pradesh
211016,Allahabad,Uttar Pradesh
211017,Allahabad,Uttar Pradesh
211018,Allahabad,Uttar Pradesh
211019,Allahabad,Uttar Pradesh
212104,Allahabad,Uttar Pradesh
212105,Allahabad,Uttar Pradesh
212106,Allahabad,Uttar Pradesh
212107,Allahabad,Uttar Pradesh
212108,Allahabad,Uttar Pradesh
212109,Kaushambi,Uttar Pradesh
212111,Allahabad,Uttar Pradesh
212128,Aligarh,Uttar Pradesh
212201,Allahabad,Uttar Pradesh
212202,Kaushambi,Uttar Pradesh
212203,Kaushambi,Uttar Pradesh
212204,Kaushambi,Uttar Pradesh
212205,Allahabad,Uttar Pradesh
212206,Kaushambi,Uttar Pradesh
212207,Kaushambi,Uttar Pradesh
212208,Allahabad,Uttar Pradesh
212212,Allahabad,Uttar Pradesh
212213,Kaushambi,Uttar Pradesh
212214,Allahabad,Uttar Pradesh
212215,Allahabad,Uttar Pradesh
212216,Allahabad,Uttar Pradesh
212217,Allahabad,Uttar Pradesh
212218,Kaushambi,Uttar Pradesh
212301,Allahabad,Uttar Pradesh
212302,Kaushambi,Uttar Pradesh
212303,Allahabad,Uttar Pradesh
212305,Allahabad,Uttar Pradesh
212306,Allahabad,Uttar Pradesh
212307,Allahabad,Uttar Pradesh
212401,Allahabad,Uttar Pradesh
212402,Allahabad,Uttar Pradesh
212404,Allahabad,Uttar Pradesh
212405,Allahabad,Uttar Pradesh
212502,Allahabad,Uttar Pradesh
212503,Allahabad,Uttar Pradesh
212507,Allahabad,Uttar Pradesh
212601,Fatehpur,Uttar Pradesh
212620,Fatehpur,Uttar Pradesh
212621,Fatehpur,Uttar Pradesh
212622,Fatehpur,Uttar Pradesh
212623,Fatehpur,Uttar Pradesh
212631,Fatehpur,Uttar Pradesh
212635,Fatehpur,Uttar Pradesh
212641,Fatehpur,Uttar Pradesh
212645,Fatehpur,Uttar Pradesh
212650,Fatehpur,Uttar Pradesh
212651,Fatehpur,Uttar Pradesh
212652,Fatehpur,Uttar Pradesh
212653,Fatehpur,Uttar Pradesh
212654,Fatehpur,Uttar Pradesh
212655,Fatehpur,Uttar Pradesh
212656,Fatehpur,Uttar Pradesh
212657,Fatehpur,Uttar Pradesh
212658,Fatehpur,Uttar Pradesh
212659,Fatehpur,Uttar Pradesh
212660,Fatehpur,Uttar Pradesh
212661,Fatehpur,Uttar Pradesh
212662,Fatehpur,Uttar Pradesh
212663,Fatehpur,Uttar Pradesh
212664,Fatehpur,Uttar Pradesh
212665,Fatehpur,Uttar Pradesh
212666,Fatehpur,Uttar Pradesh
215126,Firozabad,Uttar Pradesh
216221,Fatehpur,Uttar Pradesh
221001,Varanasi,Uttar Pradesh
221002,Varanasi,Uttar Pradesh
221003,Varanasi,Uttar Pradesh
221004,Varanasi,Uttar Pradesh
221005,Varanasi,Uttar Pradesh
221006,Varanasi,Uttar Pradesh
221007,Varanasi,Uttar Pradesh
221008,Chandauli,Uttar Pradesh
221009,Chandauli,Uttar Pradesh
221010,Varanasi,Uttar Pradesh
221011,Chandauli,Uttar Pradesh
221101,Chandauli,Uttar Pradesh
221103,Varanasi,Uttar Pradesh
221104,Chandauli,Uttar Pradesh
221105,Varanasi,Uttar Pradesh
221106,Varanasi,Uttar Pradesh
221107,Varanasi,Uttar Pradesh
221108,Varanasi,Uttar Pradesh
221109,Varanasi,Uttar Pradesh
221110,Varanasi,Uttar Pradesh
221112,Varanasi,Uttar Pradesh
221115,Chandauli,Uttar Pradesh
221116,Chandauli,Uttar Pradesh
221201,Varanasi,Uttar Pradesh
221202,Varanasi,Uttar Pradesh
221204,Varanasi,Uttar Pradesh
221206,Varanasi,Uttar Pradesh
221207,Varanasi,Uttar Pradesh
221208,Varanasi,Uttar Pradesh
221209,Varanasi,Uttar Pradesh
221210,Varanasi,Uttar Pradesh
221301,Sant Ravidas Nagar,Uttar Pradesh
221302,Varanasi,Uttar Pradesh
221303,Sant Ravidas Nagar,Uttar Pradesh
221304,Sant Ravidas Nagar,Uttar Pradesh
221305,Varanasi,Uttar Pradesh
221306,Sant Ravidas Nagar,Uttar Pradesh
221307,Varanasi,Uttar Pradesh
221308,Sant Ravidas Nagar,Uttar Pradesh
221309,Sant Ravidas Nagar,Uttar Pradesh
221310,Sant Ravidas Nagar,Uttar Pradesh
221311,Varanasi,Uttar Pradesh
221313,Varanasi,Uttar Pradesh
221314,Varanasi,Uttar Pradesh
221401,Varanasi,Uttar Pradesh
221402,Sant Ravidas Nagar,Uttar Pradesh
221403,Varanasi,Uttar Pradesh
221404,Varanasi,Uttar Pradesh
221405,Varanasi,Uttar Pradesh
221406,Sant Ravidas Nagar,Uttar Pradesh
221407,Sant Ravidas Nagar,Uttar Pradesh
221409,Varanasi,Uttar Pradesh
221502,Allahabad,Uttar Pradesh
221503,Kaushambi,Uttar Pradesh
221505,Varanasi,Uttar Pradesh
221507,Kaushambi,Uttar Pradesh
221508,Kaushambi,Uttar Pradesh
221601,Mau,Uttar Pradesh
221602,Azamgarh,Uttar Pradesh
221603,Azamgarh,Uttar Pradesh
221701,Ballia,Uttar Pradesh
221705,Mau,Uttar Pradesh
221706,Mau,Uttar Pradesh
221709,Ballia,Uttar Pradesh
221711,Ballia,Uttar Pradesh
221712,Ballia,Uttar Pradesh
221713,Ballia,Uttar Pradesh
221714,Ballia,Uttar Pradesh
221715,Ballia,Uttar Pradesh
221716,Ballia,Uttar Pradesh
221717,Ballia,Uttar Pradesh
221718,Ballia,Uttar Pradesh
221719,Ballia,Uttar Pradesh
221721,Ballia,Uttar Pradesh
221722,Ballia,Uttar Pradesh
222001,Jaunpur,Uttar Pradesh
222002,Jaunpur,Uttar Pradesh
222003,Jaunpur,Uttar Pradesh
222101,Jaunpur,Uttar Pradesh
222102,Jaunpur,Uttar Pradesh
222103,Jaunpur,Uttar Pradesh
222105,Jaunpur,Uttar Pradesh
222107,Jaunpur,Uttar Pradesh
222108,Jaunpur,Uttar Pradesh
222109,Jaunpur,Uttar Pradesh
222110,Jaunpur,Uttar Pradesh
222111,Jaunpur,Uttar Pradesh
222112,Jaunpur,Uttar Pradesh
222113,Jaunpur,Uttar Pradesh
222125,Jaunpur,Uttar Pradesh
222127,Jaunpur,Uttar Pradesh
222128,Jaunpur,Uttar Pradesh
222129,Jaunpur,Uttar Pradesh
222131,Jaunpur,Uttar Pradesh
222132,Jaunpur,Uttar Pradesh
222133,Jaunpur,Uttar Pradesh
222135,Jaunpur,Uttar Pradesh
222136,Jaunpur,Uttar Pradesh
222137,Jaunpur,Uttar Pradesh
222138,Jaunpur,Uttar Pradesh
222139,Jaunpur,Uttar Pradesh
222141,Jaunpur,Uttar Pradesh
222142,Jaunpur,Uttar Pradesh
222143,Jaunpur,Uttar Pradesh
222144,Jaunpur,Uttar Pradesh
222145,Jaunpur,Uttar Pradesh
222146,Jaunpur,Uttar Pradesh
222148,Jaunpur,Uttar Pradesh
222149,Jaunpur,Uttar Pradesh
222161,Jaunpur,Uttar Pradesh
222162,Jaunpur,Uttar Pradesh
222165,Jaunpur,Uttar Pradesh
222170,Jaunpur,Uttar Pradesh
222175,Jaunpur,Uttar Pradesh
222180,Jaunpur,Uttar Pradesh
222181,Jaunpur,Uttar Pradesh
222201,Jaunpur,Uttar Pradesh
222202,Jaunpur,Uttar Pradesh
222203,Jaunpur,Uttar Pradesh
222204,Jaunpur,Uttar Pradesh
222301,Sultanpur,Uttar Pradesh
222302,Sultanpur,Uttar Pradesh
222303,Sultanpur,Uttar Pradesh
223101,Jaunpur,Uttar Pradesh
223102,Jaunpur,Uttar Pradesh
223103,Jaunpur,Uttar Pradesh
223104,Jaunpur,Uttar Pradesh
223105,Jaunpur,Uttar Pradesh
223106,Jaunpur,Uttar Pradesh
223107,Jaunpur,Uttar Pradesh
223221,Azamgarh,Uttar Pradesh
223222,Azamgarh,Uttar Pradesh
223223,Azamgarh,Uttar Pradesh
223224,Mau,Uttar Pradesh
223225,Azamgarh,Uttar Pradesh
223226,Azamgarh,Uttar Pradesh
223227,Azamgarh,Uttar Pradesh
224001,Faizabad,Uttar Pradesh
224116,Faizabad,Uttar Pradesh
224117,Faizabad,Uttar Pradesh
224118,Faizabad,Uttar Pradesh
224119,Faizabad,Uttar Pradesh
224120,Faizabad,Uttar Pradesh
224121,Ambedkar Nagar,Uttar Pradesh
224122,Ambedkar Nagar,Uttar Pradesh
224123,Ambedkar Nagar,Uttar Pradesh
224125,Ambedkar Nagar,Uttar Pradesh
224126,Faizabad,Uttar Pradesh
224127,Faizabad,Uttar Pradesh
224129,Ambedkar Nagar,Uttar Pradesh
224132,Ambedkar Nagar,Uttar Pradesh
224133,Ambedkar Nagar,Uttar Pradesh
224135,Faizabad,Uttar Pradesh
224137,Ambedkar Nagar,Uttar Pradesh
224139,Ambedkar Nagar,Uttar Pradesh
224141,Faizabad,Uttar Pradesh
224143,Ambedkar Nagar,Uttar Pradesh
224145,Ambedkar Nagar,Uttar Pradesh
224146,Ambedkar Nagar,Uttar Pradesh
224147,Ambedkar Nagar,Uttar Pradesh
224149,Ambedkar Nagar,Uttar Pradesh
224151,Ambedkar Nagar,Uttar Pradesh
224152,Ambedkar Nagar,Uttar Pradesh
224153,Faizabad,Uttar Pradesh
224155,Ambedkar Nagar,Uttar Pradesh
224157,Ambedkar Nagar,Uttar Pradesh
224158,Faizabad,Uttar Pradesh
224159,Ambedkar Nagar,Uttar Pradesh
224161,Faizabad,Uttar Pradesh
224164,Ambedkar Nagar,Uttar Pradesh
224166,Azamgarh,Uttar Pradesh
224168,Ambedkar Nagar,Uttar Pradesh
224171,Faizabad,Uttar Pradesh
224172,Faizabad,Uttar Pradesh
224176,Ambedkar Nagar,Uttar Pradesh
224181,Ambedkar Nagar,Uttar Pradesh
224182,Faizabad,Uttar Pradesh
224183,Ambedkar Nagar,Uttar Pradesh
224186,Ambedkar Nagar,Uttar Pradesh
224188,Faizabad,Uttar Pradesh
224189,Faizabad,Uttar Pradesh
224190,Ambedkar Nagar,Uttar Pradesh
224195,Ambedkar Nagar,Uttar Pradesh
224201,Faizabad,Uttar Pradesh
224202,Faizabad,Uttar Pradesh
224203,Faizabad,Uttar Pradesh
224204,Faizabad,Uttar Pradesh
224205,Faizabad,Uttar Pradesh
224206,Faizabad,Uttar Pradesh
224207,Faizabad,Uttar Pradesh
224208,Faizabad,Uttar Pradesh
224209,Ambedkar Nagar,Uttar Pradesh
224210,Ambedkar Nagar,Uttar Pradesh
224216,Ambedkar Nagar,Uttar Pradesh
224225,Faizabad,Uttar Pradesh
224227,Ambedkar Nagar,Uttar Pradesh
224228,Faizabad,Uttar Pradesh
224229,Faizabad,Uttar Pradesh
224230,Ambedkar Nagar,Uttar Pradesh
224231,Ambedkar Nagar,Uttar Pradesh
224232,Sultanpur,Uttar Pradesh
224234,Faizabad,Uttar Pradesh
224235,Ambedkar Nagar,Uttar Pradesh
224238,Ambedkar Nagar,Uttar Pradesh
224284,Faizabad,Uttar Pradesh
225001,Barabanki,Uttar Pradesh
225002,Barabanki,Uttar Pradesh
225003,Barabanki,Uttar Pradesh
225119,Barabanki,Uttar Pradesh
225120,Barabanki,Uttar Pradesh
225121,Barabanki,Uttar Pradesh
225122,Barabanki,Uttar Pradesh
225123,Barabanki,Uttar Pradesh
225124,Barabanki,Uttar Pradesh
225125,Barabanki,Uttar Pradesh
225126,Barabanki,Uttar Pradesh
225201,Barabanki,Uttar Pradesh
225202,Barabanki,Uttar Pradesh
225203,Barabanki,Uttar Pradesh
225204,Barabanki,Uttar Pradesh
225205,Barabanki,Uttar Pradesh
225206,Barabanki,Uttar Pradesh
225207,Barabanki,Uttar Pradesh
225208,Barabanki,Uttar Pradesh
225301,Barabanki,Uttar Pradesh
225302,Barabanki,Uttar Pradesh
225303,Barabanki,Uttar Pradesh
225304,Barabanki,Uttar Pradesh
225305,Barabanki,Uttar Pradesh
225306,Barabanki,Uttar Pradesh
225401,Barabanki,Uttar Pradesh
225402,Barabanki,Uttar Pradesh
225403,Barabanki,Uttar Pradesh
225404,Barabanki,Uttar Pradesh
225405,Barabanki,Uttar Pradesh
225406,Barabanki,Uttar Pradesh
225407,Barabanki,Uttar Pradesh
225408,Barabanki,Uttar Pradesh
225409,Barabanki,Uttar Pradesh
225411,Barabanki,Uttar Pradesh
225412,Barabanki,Uttar Pradesh
225413,Barabanki,Uttar Pradesh
225414,Barabanki,Uttar Pradesh
225415,Barabanki,Uttar Pradesh
225416,Barabanki,Uttar Pradesh
226001,Lucknow,Uttar Pradesh
226002,Lucknow,Uttar Pradesh
226003,Lucknow,Uttar Pradesh
226004,Lucknow,Uttar Pradesh
226005,Lucknow,Uttar Pradesh
226006,Lucknow,Uttar Pradesh
226007,Lucknow,Uttar Pradesh
226008,Lucknow,Uttar Pradesh
226009,Lucknow,Uttar Pradesh
226010,Lucknow,Uttar Pradesh
226011,Lucknow,Uttar Pradesh
226012,Lucknow,Uttar Pradesh
226013,Lucknow,Uttar Pradesh
226014,Lucknow,Uttar Pradesh
226015,Lucknow,Uttar Pradesh
226016,Lucknow,Uttar Pradesh
226017,Lucknow,Uttar Pradesh
226018,Lucknow,Uttar Pradesh
226019,Lucknow,Uttar Pradesh
226020,Lucknow,Uttar Pradesh
226021,Lucknow,Uttar Pradesh
226022,Lucknow,Uttar Pradesh
226023,Lucknow,Uttar Pradesh
226024,Lucknow,Uttar Pradesh
226025,Lucknow,Uttar Pradesh
226026,Lucknow,Uttar Pradesh
226027,Lucknow,Uttar Pradesh
226028,Lucknow,Uttar Pradesh
226029,Lucknow,Uttar Pradesh
226030,Lucknow,Uttar Pradesh
226031,Lucknow,Uttar Pradesh
226101,Lucknow,Uttar Pradesh
226102,Lucknow,Uttar Pradesh
226103,Lucknow,Uttar Pradesh
226104,Lucknow,Uttar Pradesh
226201,Lucknow,Uttar Pradesh
226202,Lucknow,Uttar Pradesh
226203,Lucknow,Uttar Pradesh
226301,Lucknow,Uttar Pradesh
226302,Lucknow,Uttar Pradesh
226303,Lucknow,Uttar Pradesh
226401,Lucknow,Uttar Pradesh
226501,Lucknow,Uttar Pradesh
227005,Lucknow,Uttar Pradesh
227101,Lucknow,Uttar Pradesh
227105,Lucknow,Uttar Pradesh
227107,Lucknow,Uttar Pradesh
227111,Lucknow,Uttar Pradesh
227115,Lucknow,Uttar Pradesh
227116,Lucknow,Uttar Pradesh
227125,Lucknow,Uttar Pradesh
227131,Barabanki,Uttar Pradesh
227132,Lucknow,Uttar Pradesh
227202,Lucknow,Uttar Pradesh
227207,Lucknow,Uttar Pradesh
227301,Barabanki,Uttar Pradesh
227302,Barabanki,Uttar Pradesh
227304,Sultanpur,Uttar Pradesh
227305,Lucknow,Uttar Pradesh
227308,Lucknow,Uttar Pradesh
227309,Lucknow,Uttar Pradesh
227405,Sultanpur,Uttar Pradesh
227406,Sultanpur,Uttar Pradesh
227407,Sultanpur,Uttar Pradesh
227408,Sultanpur,Uttar Pradesh
227409,Sultanpur,Uttar Pradesh
227411,Sultanpur,Uttar Pradesh
227412,Sultanpur,Uttar Pradesh
227413,Sultanpur,Uttar Pradesh
227801,Sultanpur,Uttar Pradesh
227805,Sultanpur,Uttar Pradesh
227806,Sultanpur,Uttar Pradesh
227807,Sultanpur,Uttar Pradesh
227808,Sultanpur,Uttar Pradesh
227809,Sultanpur,Uttar Pradesh
227811,Sultanpur,Uttar Pradesh
227812,Sultanpur,Uttar Pradesh
227813,Sultanpur,Uttar Pradesh
227814,Sultanpur,Uttar Pradesh
227815,Sultanpur,Uttar Pradesh
227816,Sultanpur,Uttar Pradesh
227817,Sultanpur,Uttar Pradesh
227909,Sultanpur,Uttar Pradesh
228001,Sultanpur,Uttar Pradesh
228118,Sultanpur,Uttar Pradesh
228119,Sultanpur,Uttar Pradesh
228120,Sultanpur,Uttar Pradesh
228121,Sultanpur,Uttar Pradesh
228125,Sultanpur,Uttar Pradesh
228131,Sultanpur,Uttar Pradesh
228132,Sultanpur,Uttar Pradesh
228133,Sultanpur,Uttar Pradesh
228141,Sultanpur,Uttar Pradesh
228142,Sultanpur,Uttar Pradesh
228145,Sultanpur,Uttar Pradesh
228151,Sultanpur,Uttar Pradesh
228155,Sultanpur,Uttar Pradesh
228159,Sultanpur,Uttar Pradesh
228161,Sultanpur,Uttar Pradesh
228171,Sultanpur,Uttar Pradesh
228411,Allahabad,Uttar Pradesh
229001,Raebareli,Uttar Pradesh
229010,Raebareli,Uttar Pradesh
229103,Raebareli,Uttar Pradesh
229120,Raebareli,Uttar Pradesh
229121,Raebareli,Uttar Pradesh
229122,Raebareli,Uttar Pradesh
229123,Raebareli,Uttar Pradesh
229124,Raebareli,Uttar Pradesh
229125,Raebareli,Uttar Pradesh
229126,Raebareli,Uttar Pradesh
229127,Raebareli,Uttar Pradesh
229128,Raebareli,Uttar Pradesh
229129,Raebareli,Uttar Pradesh
229130,Raebareli,Uttar Pradesh
229135,Raebareli,Uttar Pradesh
229201,Raebareli,Uttar Pradesh
229202,Raebareli,Uttar Pradesh
229203,Raebareli,Uttar Pradesh
229204,Raebareli,Uttar Pradesh
229205,Raebareli,Uttar Pradesh
229206,Raebareli,Uttar Pradesh
229207,Raebareli,Uttar Pradesh
229208,Raebareli,Uttar Pradesh
229209,Raebareli,Uttar Pradesh
229210,Raebareli,Uttar Pradesh
229211,Raebareli,Uttar Pradesh
229212,Raebareli,Uttar Pradesh
229215,Raebareli,Uttar Pradesh
229216,Raebareli,Uttar Pradesh
229301,Raebareli,Uttar Pradesh
229302,Raebareli,Uttar Pradesh
229303,Pratapgarh,Uttar Pradesh
229304,Raebareli,Uttar Pradesh
229305,Raebareli,Uttar Pradesh
229306,Raebareli,Uttar Pradesh
229307,Raebareli,Uttar Pradesh
229308,Raebareli,Uttar Pradesh
229309,Raebareli,Uttar Pradesh
229310,Raebareli,Uttar Pradesh
229311,Raebareli,Uttar Pradesh
229315,Raebareli,Uttar Pradesh
229316,Raebareli,Uttar Pradesh
229401,Raebareli,Uttar Pradesh
229402,Raebareli,Uttar Pradesh
229403,Pratapgarh,Uttar Pradesh
229404,Raebareli,Uttar Pradesh
229405,Raebareli,Uttar Pradesh
229406,Raebareli,Uttar Pradesh
229408,Jaunpur,Uttar Pradesh
229410,Jaunpur,Uttar Pradesh
229411,Allahabad,Uttar Pradesh
229412,Allahabad,Uttar Pradesh
229413,Allahabad,Uttar Pradesh
229415,Pratapgarh,Uttar Pradesh
229416,Pratapgarh,Uttar Pradesh
229417,Pratapgarh,Uttar Pradesh
229418,Pratapgarh,Uttar Pradesh
229419,Pratapgarh,Uttar Pradesh
229502,Unnao,Uttar Pradesh
229503,Unnao,Uttar Pradesh
229504,Unnao,Uttar Pradesh
229801,Raebareli,Uttar Pradesh
229802,Raebareli,Uttar Pradesh
229841,Unnao,Uttar Pradesh
229881,Unnao,Uttar Pradesh
230001,Pratapgarh,Uttar Pradesh
230002,Pratapgarh,Uttar Pradesh
230121,Pratapgarh,Uttar Pradesh
230122,Pratapgarh,Uttar Pradesh
230123,Pratapgarh,Uttar Pradesh
230124,Pratapgarh,Uttar Pradesh
230125,Pratapgarh,Uttar Pradesh
230126,Pratapgarh,Uttar Pradesh
230127,Pratapgarh,Uttar Pradesh
230128,Pratapgarh,Uttar Pradesh
230129,Pratapgarh,Uttar Pradesh
230130,Pratapgarh,Uttar Pradesh
230131,Pratapgarh,Uttar Pradesh
230132,Pratapgarh,Uttar Pradesh
230133,Pratapgarh,Uttar Pradesh
230134,Pratapgarh,Uttar Pradesh
230135,Pratapgarh,Uttar Pradesh
230136,Pratapgarh,Uttar Pradesh
230137,Pratapgarh,Uttar Pradesh
230138,Pratapgarh,Uttar Pradesh
230139,Pratapgarh,Uttar Pradesh
230140,Pratapgarh,Uttar Pradesh
230141,Pratapgarh,Uttar Pradesh
230142,Pratapgarh,Uttar Pradesh
230143,Jaunpur,Uttar Pradesh
230144,Pratapgarh,Uttar Pradesh
230145,Pratapgarh,Uttar Pradesh
230146,Pratapgarh,Uttar Pradesh
230201,Pratapgarh,Uttar Pradesh
230202,Pratapgarh,Uttar Pradesh
230204,Pratapgarh,Uttar Pradesh
230301,Pratapgarh,Uttar Pradesh
230302,Pratapgarh,Uttar Pradesh
230304,Pratapgarh,Uttar Pradesh
230305,Pratapgarh,Uttar Pradesh
230306,Pratapgarh,Uttar Pradesh
230401,Pratapgarh,Uttar Pradesh
230402,Pratapgarh,Uttar Pradesh
230403,Pratapgarh,Uttar Pradesh
230404,Pratapgarh,Uttar Pradesh
230405,Pratapgarh,Uttar Pradesh
230406,Pratapgarh,Uttar Pradesh
230501,Pratapgarh,Uttar Pradesh
230502,Pratapgarh,Uttar Pradesh
230503,Pratapgarh,Uttar Pradesh
231001,Mirzapur,Uttar Pradesh
231205,Sonbhadra,Uttar Pradesh
231206,Sonbhadra,Uttar Pradesh
231207,Sonbhadra,Uttar Pradesh
231208,Sonbhadra,Uttar Pradesh
231209,Sonbhadra,Uttar Pradesh
231210,Sonbhadra,Uttar Pradesh
231211,Mirzapur,Uttar Pradesh
231212,Sonbhadra,Uttar Pradesh
231213,Sonbhadra,Uttar Pradesh
231215,Sonbhadra,Uttar Pradesh
231216,Sonbhadra,Uttar Pradesh
231217,Sonbhadra,Uttar Pradesh
231218,Sonbhadra,Uttar Pradesh
231219,Sonbhadra,Uttar Pradesh
231220,Sonbhadra,Uttar Pradesh
